smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,toxicity_score
CC(=O)C=C=C1C(C)(C)CC(O)CC1(C)O,-1.325,1.103,0.943,0.103,0.192,0.014,0.002,0.002,-4.601,3.205203029210679e-05,0.96,56.66399383544922%,1.455,40.41432189941406%,0.007,0.343,0.017,0.817,0.026,0.126,0.001,0.055,0.008,0.17,5.692,0.741,0.009,0.276,0.048,0.528,0.022,0.753,0.92,0.915,0.189,0.533,0.945,0.446,1.646,2.435,4.162,0.442,0.045,0.01,0.192,0.088,0.007,0.043,0.137,0.015,0.018,0.076,0.015,224.14,243.309,0.921,3,2,57.53,1,1,6,3,0,9,0.111,2,1,0,2,0,0,3,2,0,0.525,4.285,0.692,29.455,2.541,1,0,0,0,Accepted,Accepted,Accepted,Accepted,4
CC1=CC(=O)CC(C)(C)C1(O)C=CC(C)O,-1.566,1.226,1.225,0.002,0.019,0.009,0.002,0.001,-4.472,2.5681776605779305e-05,0.932,68.41739654541016%,1.232,34.466922760009766%,0.019,0.463,0.074,0.874,0.033,0.334,0.002,0.358,0.015,0.607,3.339,0.779,0.01,0.163,0.128,0.023,0.36,0.126,0.188,0.886,0.004,0.096,0.348,0.546,1.987,2.902,3.461,0.36,0.031,0.011,0.115,0.099,0.007,0.027,0.044,0.005,0.025,0.174,0.013,224.14,243.309,0.921,3,2,57.53,2,1,6,3,0,8,0.25,2,1,1,0,0,3,3,1,1,0.7,4.159,0.615,27.429,3.112,1,0,0,0,Accepted,Accepted,Accepted,Accepted,1
C=C1C(=O)OC2CC1(C)OCC2C1CCC2C3CC=C4C=CCC(=O)C4(C)C3CCC12C,-5.267,4.573,4.201,0.998,0.0,0.034,0.011,0.038,-4.933,1.912415973492898e-05,0.32,95.62076568603516%,1.478,3.175837278366089%,0.028,0.706,0.406,0.956,0.471,0.174,0.046,0.533,0.847,0.919,19.976,0.1,0.545,0.392,0.271,0.007,0.214,0.921,0.218,0.687,0.003,0.008,0.927,1.47,3.933,3.82,4.061,0.089,0.891,0.002,0.765,0.339,0.939,0.938,0.941,0.636,0.669,0.903,0.964,436.26,463.484,0.941,4,0,52.6,1,6,17,4,0,33,0.03,9,2,0,0,0,3,5,1,1,0.419,5.87,0.714,100.208,3.174,2,2,0,0,Accepted,Rejected,Rejected,Accepted,9
CC(=O)OCC1=C(C)CC(C(COC(C)=O)C2CCC3C4CC5OC56C=CCC(=O)C6(C)C4CCC23C)OC1=O,-4.954,4.278,3.72,0.999,0.001,0.042,0.837,0.972,-4.915,1.668447112024296e-05,0.879,74.56002044677734%,0.765,16.788864135742188%,0.015,0.125,0.177,0.793,0.324,0.074,0.029,0.311,0.78,0.829,12.704,0.167,0.038,0.171,0.681,0.016,0.874,0.881,0.045,0.698,0.003,0.011,0.635,0.659,4.569,5.521,5.12,0.036,0.518,0.01,0.79,0.103,0.837,0.283,0.778,0.644,0.565,0.806,0.966,554.29,565.192,0.981,8,0,108.5,8,6,18,8,0,32,0.25,10,3,1,2,0,8,7,3,7,0.204,5.93,0.75,142.857,2.601,2,0,0,0,Accepted,Accepted,Rejected,Rejected,7
CC1=C(CO)C(=O)OC(C(CO)C2CCC3C4CC(O)C5(O)C=CCC(=O)C5(C)C4CCC23C)C1,-4.179,2.029,2.028,0.002,0.033,0.74,0.004,0.019,-4.801,3.517743607517332e-05,0.85,67.38391876220703%,0.521,19.24561309814453%,0.011,0.205,0.015,0.634,0.018,0.193,0.005,0.216,0.487,0.654,4.86,0.383,0.015,0.369,0.135,0.018,0.826,0.812,0.028,0.102,0.003,0.008,0.256,0.273,2.197,2.968,4.752,0.656,0.433,0.015,0.779,0.097,0.314,0.016,0.517,0.073,0.282,0.948,0.636,488.28,501.048,0.975,7,4,124.29,4,5,17,7,0,28,0.143,10,1,0,0,0,5,5,1,2,0.354,5.513,0.786,92.4,3.213,2,0,0,0,Accepted,Accepted,Rejected,Accepted,4
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,-7.052,6.329,7.663,0.341,0.001,0.004,0.01,0.233,-4.756,8.627954230178148e-06,0.84,98.31399536132812%,1.963,1.484736680984497%,0.044,0.491,0.074,0.958,0.096,0.314,0.005,0.409,0.202,0.784,16.686,0.013,0.049,0.16,0.203,0.026,0.018,0.73,0.133,0.047,0.003,0.01,0.536,2.963,4.984,5.365,6.231,0.002,0.003,0.0,0.015,0.374,0.92,0.009,0.117,0.001,0.043,0.874,0.013,414.39,482.068,0.86,1,1,20.23,6,4,17,1,0,20,0.3,9,0,0,0,0,0,1,0,0,0.436,4.388,0.931,68.464,2.681,0,0,0,0,Accepted,Rejected,Rejected,Rejected,3
CC(C1CC2(C)OC2(C)C(O)O1)C1CCC2C3C4OC4C4(O)C=CCC(=O)C4(C)C3CCC12C,-4.418,3.246,3.072,0.461,0.005,0.028,0.007,0.579,-4.9,4.929635542794131e-05,0.985,86.7398452758789%,1.501,10.309707641601562%,0.004,0.931,0.015,0.945,0.055,0.04,0.003,0.32,0.576,0.862,18.046,0.091,0.021,0.264,0.05,0.053,0.957,0.718,0.023,0.926,0.003,0.005,0.945,1.551,3.624,4.468,5.264,0.004,0.472,0.001,0.933,0.125,0.81,0.653,0.31,0.393,0.742,0.978,0.975,472.28,480.417,0.983,6,2,91.82,2,7,18,6,0,31,0.065,14,3,1,2,0,5,5,1,5,0.473,5.867,0.893,124.981,3.313,0,0,0,0,Accepted,Accepted,Rejected,Accepted,9
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-0.83,-0.861,-1.108,0.0,0.026,0.677,0.021,0.071,-5.596,0.0006948171649128,0.685,11.146550178527832%,0.424,78.74354553222656%,0.011,0.504,0.025,0.062,0.003,0.413,0.006,0.126,0.005,0.106,8.372,0.858,0.007,0.803,0.981,0.017,0.012,0.027,0.049,0.027,0.003,0.014,0.009,0.297,1.3,1.982,3.43,0.007,0.002,0.003,0.005,0.128,0.016,0.003,0.05,0.013,0.004,0.005,0.66,242.09,222.439,1.088,7,3,104.55,2,2,6,7,0,13,0.154,3,1,0,0,0,0,0,0,0,0.584,3.376,0.6,45.5,1.038,0,0,0,0,Accepted,Accepted,Accepted,Accepted,1
CC(C)CCCC(C)C1CCC2C3CC=C4C(Cl)C(=O)CCC4(C)C3CCC12C,-7.086,6.519,7.421,0.081,0.0,0.004,0.007,0.227,-4.784,7.275928055605618e-06,0.967,100.2632064819336%,2.733,1.8831398487091064%,0.072,0.52,0.099,0.964,0.148,0.704,0.014,0.371,0.248,0.437,15.201,0.023,0.015,0.116,0.663,0.048,0.72,0.709,0.192,0.214,0.004,0.016,0.968,3.061,5.147,6.586,6.239,0.008,0.009,0.0,0.362,0.23,0.828,0.052,0.301,0.006,0.275,0.887,0.108,418.3,460.051,0.909,1,0,17.07,5,4,17,2,0,21,0.238,8,2,2,0,0,2,4,1,3,0.328,4.46,0.889,68.824,2.212,0,2,0,0,Accepted,Rejected,Rejected,Rejected,5
CC1(O)C(O)C(O)C(O)C(O)C1O,-0.68,-1.735,-2.361,0.001,0.301,0.923,0.059,0.914,-5.28,0.0029861342627555,0.748,13.940287590026855%,0.689,76.88824462890625%,0.017,0.027,0.004,0.059,0.001,0.09,0.002,0.117,0.003,0.008,1.517,0.541,0.082,0.035,0.064,0.057,0.025,0.002,0.024,0.007,0.003,0.016,0.024,0.081,0.802,0.15,2.366,0.13,0.003,0.007,0.003,0.366,0.123,0.003,0.02,0.016,0.005,0.007,0.004,194.08,173.813,1.117,6,6,121.38,0,1,6,6,0,6,0.0,4,0,0,0,0,0,1,0,0,0.238,3.884,1.0,31.429,2.056,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0
CC(C)C(O)(C(=O)OCC1=CCN2CCCC12)C(C)O,-1.467,1.176,1.654,0.0,0.034,0.021,0.136,0.535,-4.59,0.0002793672902043,0.964,37.708290100097656%,1.374,66.83952331542969%,0.034,0.091,0.017,0.796,0.003,0.13,0.158,0.676,0.01,0.338,6.265,0.591,0.007,0.057,0.156,0.086,0.582,0.531,0.061,0.959,0.003,0.015,0.923,0.509,2.206,3.529,3.562,0.107,0.004,0.018,0.008,0.103,0.018,0.005,0.106,0.01,0.024,0.016,0.075,283.18,291.768,0.971,5,2,70.0,6,2,8,5,0,10,0.6,3,0,0,0,0,2,0,0,1,0.574,4.094,0.8,35.556,1.552,0,0,0,0,Accepted,Accepted,Accepted,Accepted,2
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,-7.052,6.329,7.663,0.341,0.001,0.004,0.01,0.233,-4.756,8.627954230178148e-06,0.84,98.31399536132812%,1.963,1.484736680984497%,0.044,0.491,0.074,0.958,0.096,0.314,0.005,0.409,0.202,0.784,16.686,0.013,0.049,0.16,0.203,0.026,0.018,0.73,0.133,0.047,0.003,0.01,0.536,2.963,4.984,5.365,6.231,0.002,0.003,0.0,0.015,0.374,0.92,0.009,0.117,0.001,0.043,0.874,0.013,414.39,482.068,0.86,1,1,20.23,6,4,17,1,0,20,0.3,9,0,0,0,0,0,1,0,0,0.436,4.388,0.931,68.464,2.681,0,0,0,0,Accepted,Rejected,Rejected,Rejected,3
C=C1C2CCC(C2)C1(C)C,-4.713,3.701,3.781,0.0,0.0,0.003,0.006,0.003,-4.463,2.042448431893717e-05,0.975,67.7557144165039%,1.761,29.046110153198242%,0.601,0.859,0.193,0.879,0.171,0.852,0.016,0.896,0.051,0.289,9.346,0.077,0.015,0.143,0.104,0.004,0.025,0.73,0.267,0.194,0.913,0.98,0.886,2.828,3.595,3.921,4.269,0.013,0.003,0.006,0.019,0.114,0.525,0.017,0.019,0.005,0.026,0.077,0.005,136.13,161.767,0.842,0,0,0.0,0,2,6,0,0,9,0.0,2,0,0,0,0,0,1,0,0,0.449,4.451,0.8,32.0,2.642,0,0,0,0,Accepted,Rejected,Accepted,Rejected,3
CC1=CCC2CC1C2(C)C,-4.662,3.746,4.125,0.0,0.0,0.004,0.102,0.102,-4.303,1.82745043275645e-05,0.896,86.33751678466797%,1.73,12.591168403625488%,0.469,0.368,0.267,0.867,0.312,0.846,0.012,0.786,0.045,0.263,15.022,0.114,0.006,0.196,0.023,0.002,0.021,0.42,0.158,0.056,0.955,0.985,0.825,2.986,4.327,5.287,5.948,0.006,0.003,0.006,0.005,0.162,0.533,0.005,0.015,0.003,0.032,0.082,0.002,136.13,161.767,0.842,0,0,0.0,0,2,0,0,0,8,0.0,2,0,0,0,0,0,1,0,0,0.449,4.273,0.8,30.667,2.714,0,0,0,0,Accepted,Rejected,Rejected,Rejected,2
C=C(C)C1CC=C(C)CC1,-4.239,3.469,4.368,0.002,0.0,0.003,0.818,0.798,-4.32,1.9308603441459127e-05,0.989,86.38166046142578%,3.373,9.244447708129883%,0.678,0.652,0.223,0.834,0.06,0.804,0.02,0.874,0.057,0.253,11.517,0.233,0.023,0.69,0.037,0.007,0.017,0.309,0.355,0.922,0.849,0.981,0.216,2.342,2.488,2.868,5.978,0.065,0.003,0.013,0.008,0.085,0.258,0.004,0.027,0.006,0.185,0.036,0.006,136.13,167.687,0.812,0,0,0.0,1,1,6,0,0,7,0.143,1,0,0,0,0,0,1,0,0,0.485,3.165,0.6,15.0,2.359,0,0,0,0,Accepted,Rejected,Rejected,Rejected,2
CC1=CCC23CC1C(C)(C)C2CCC3C,-5.585,4.386,5.161,0.008,0.0,0.005,0.85,0.855,-4.514,1.5070652807480656e-05,0.828,96.1457290649414%,2.038,4.193424701690674%,0.244,0.373,0.271,0.921,0.481,0.618,0.049,0.811,0.297,0.288,15.754,0.049,0.006,0.241,0.035,0.004,0.089,0.64,0.047,0.031,0.413,0.921,0.771,3.329,4.922,5.992,6.401,0.021,0.003,0.001,0.012,0.149,0.695,0.004,0.023,0.004,0.102,0.425,0.006,204.19,239.69,0.852,0,0,0.0,0,3,10,0,0,13,0.0,4,0,0,0,0,0,1,0,0,0.513,5.533,0.867,69.214,3.518,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC1=CC2C(=C(C)CCC2C(C)C)CC1,-5.42,4.529,5.51,0.707,0.0,0.004,0.927,0.456,-4.469,1.4591475519409867e-05,0.327,97.30335235595703%,6.869,2.336651563644409%,0.321,0.591,0.374,0.916,0.554,0.785,0.018,0.19,0.355,0.497,7.421,0.051,0.011,0.172,0.741,0.018,0.062,0.034,0.037,0.229,0.006,0.203,0.021,3.174,3.562,5.018,5.582,0.005,0.003,0.01,0.003,0.14,0.473,0.003,0.022,0.003,0.555,0.262,0.006,204.19,245.61,0.831,0,0,0.0,1,2,10,0,0,11,0.091,2,0,0,0,0,0,1,0,0,0.542,3.842,0.733,29.538,2.471,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
C=C(C)C1CCC2(C)OC2C1,-2.835,2.367,2.775,0.0,0.0,0.003,0.01,0.007,-4.431,2.3474476620322093e-05,0.976,52.90496063232422%,1.679,41.38410186767578%,0.106,0.491,0.054,0.913,0.041,0.421,0.008,0.887,0.046,0.337,16.98,0.298,0.035,0.318,0.044,0.032,0.026,0.286,0.243,0.675,0.649,0.972,0.932,2.36,3.105,3.267,5.541,0.021,0.005,0.003,0.01,0.092,0.281,0.01,0.023,0.006,0.012,0.041,0.038,152.12,170.557,0.892,1,0,12.53,1,2,7,1,0,9,0.111,3,2,1,2,0,3,3,1,5,0.415,3.909,0.8,32.0,3.61,0,0,0,0,Accepted,Accepted,Accepted,Rejected,1
Cc1cc2c(cc1C)C(c1ccsc1)CC(=O)N2,-5.438,3.343,3.636,0.89,0.009,0.004,0.008,0.004,-4.591,8.336262544617057e-05,0.52,92.18437957763672%,0.665,4.032254219055176%,0.654,0.943,0.949,0.889,0.836,0.86,0.622,0.856,0.596,0.913,3.369,0.167,0.1,0.794,0.826,0.864,0.12,0.961,0.076,0.668,0.003,0.026,0.959,1.33,3.927,5.472,5.377,0.02,0.005,0.907,0.016,0.747,0.095,0.975,0.07,0.126,0.205,0.68,0.36,257.09,264.804,0.971,2,1,29.1,1,3,10,3,0,17,0.059,1,0,0,0,0,4,0,2,1,0.826,2.943,0.267,51.368,-1.24,1,0,0,0,Accepted,Rejected,Accepted,Accepted,7
CC1CCC2C1C1C(CC3OC32C)C1(C)C,-4.921,4.181,4.088,0.045,0.0,0.003,0.015,0.72,-4.704,6.301787652773783e-05,0.753,93.29694366455078%,1.639,3.329610824584961%,0.188,0.518,0.089,0.933,0.229,0.165,0.009,0.623,0.094,0.444,21.007,0.06,0.062,0.333,0.061,0.008,0.495,0.894,0.081,0.034,0.005,0.018,0.971,3.337,4.693,5.211,6.414,0.001,0.002,0.001,0.003,0.464,0.883,0.002,0.016,0.002,0.015,0.758,0.004,220.18,242.561,0.908,1,0,12.53,0,4,12,1,0,15,0.0,7,2,1,2,0,2,2,1,5,0.569,4.564,1.0,65.6,3.493,0,0,0,0,Accepted,Rejected,Rejected,Accepted,4
C=C1CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3,-6.601,4.889,6.226,0.032,0.0,0.003,0.291,0.798,-4.865,1.1000715858244804e-05,0.785,94.7200698852539%,1.332,3.0069868564605713%,0.102,0.412,0.145,0.936,0.271,0.6,0.157,0.894,0.486,0.236,9.155,0.034,0.008,0.247,0.038,0.013,0.062,0.769,0.033,0.038,0.01,0.739,0.916,3.142,5.079,6.309,6.27,0.024,0.005,0.001,0.263,0.11,0.299,0.013,0.047,0.003,0.052,0.374,0.008,272.25,317.614,0.857,0,0,0.0,0,4,15,0,0,20,0.0,5,0,0,0,0,0,1,0,0,0.476,5.343,0.9,94.737,3.206,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
O=C1C=CC2(O)CCOC2C1,-0.464,-0.366,-0.34,0.017,0.001,0.011,0.003,0.015,-4.482,2.899971696024295e-05,0.995,23.75603675842285%,0.732,71.29415130615234%,0.009,0.768,0.022,0.504,0.006,0.091,0.002,0.104,0.011,0.232,7.241,0.723,0.022,0.201,0.082,0.143,0.594,0.711,0.898,0.868,0.013,0.706,0.834,0.436,2.741,2.673,3.799,0.386,0.609,0.009,0.38,0.117,0.021,0.033,0.546,0.135,0.04,0.011,0.577,154.06,150.909,1.021,3,1,46.53,0,2,9,3,0,11,0.0,2,2,1,0,0,2,4,1,1,0.535,4.372,0.625,30.462,3.462,1,0,0,0,Accepted,Accepted,Accepted,Rejected,4
COC(=O)C12CCC3CC(CC(C3)C1)C2,-3.789,3.701,3.802,0.629,0.0,0.003,0.002,0.005,-4.563,3.708800068125129e-05,0.977,57.38550567626953%,0.845,27.24437713623047%,0.453,0.752,0.695,0.746,0.528,0.754,0.299,0.639,0.538,0.133,6.026,0.146,0.013,0.667,0.036,0.019,0.02,0.398,0.06,0.289,0.128,0.738,0.736,2.646,3.491,3.779,4.824,0.499,0.014,0.026,0.017,0.177,0.308,0.027,0.045,0.004,0.057,0.094,0.023,208.15,222.679,0.935,2,0,26.3,2,3,0,2,0,14,0.143,2,0,0,0,0,0,0,0,0,0.619,4.317,0.923,46.08,0.267,0,0,0,0,Accepted,Rejected,Accepted,Accepted,1
C=CC1(C)CCC(C(C)(C)O)O1,-0.777,1.341,1.757,0.0,0.001,0.005,0.004,0.005,-4.253,2.6720443202066235e-05,0.966,60.924774169921875%,1.437,42.00716781616211%,0.03,0.601,0.026,0.885,0.03,0.224,0.006,0.385,0.095,0.347,6.418,0.625,0.012,0.056,0.03,0.02,0.042,0.037,0.175,0.131,0.155,0.906,0.041,0.944,2.348,2.722,3.425,0.005,0.004,0.004,0.019,0.096,0.039,0.005,0.027,0.006,0.015,0.17,0.041,170.13,187.904,0.905,2,1,29.46,2,1,5,2,0,6,0.333,2,1,0,0,0,0,2,1,0,0.641,4.037,0.8,24.444,3.614,0,0,0,0,Accepted,Accepted,Accepted,Rejected,1
CC(C)=C1C=CC(C)CC1,-4.085,3.821,3.895,0.008,0.008,0.006,0.021,0.005,-4.403,1.900956340250559e-05,0.374,93.0328598022461%,3.917,6.501531600952148%,0.427,0.585,0.148,0.915,0.023,0.493,0.274,0.891,0.088,0.579,11.686,0.692,0.033,0.431,0.117,0.012,0.061,0.747,0.928,0.84,0.603,0.935,0.928,2.09,3.444,4.09,4.004,0.015,0.008,0.005,0.009,0.128,0.248,0.017,0.032,0.007,0.319,0.029,0.076,136.13,167.687,0.812,0,0,0.0,0,1,6,0,0,7,0.0,1,0,0,0,0,0,1,0,0,0.479,3.834,0.6,14.25,2.294,0,0,0,0,Accepted,Rejected,Accepted,Rejected,4
C=C1CCC2C(C3C(C)CCC13)C2(C)C,-5.695,4.389,4.585,0.001,0.0,0.003,0.007,0.06,-4.577,2.200380731665064e-05,0.916,93.56920623779297%,1.647,4.762468338012695%,0.366,0.764,0.207,0.92,0.337,0.599,0.02,0.798,0.164,0.424,13.563,0.04,0.021,0.256,0.243,0.011,0.56,0.884,0.037,0.043,0.008,0.03,0.873,3.295,4.705,5.41,6.639,0.001,0.002,0.003,0.003,0.395,0.84,0.002,0.016,0.002,0.153,0.375,0.003,204.19,239.69,0.852,0,0,0.0,0,3,11,0,0,14,0.0,5,0,0,0,0,0,1,0,0,0.517,4.223,0.867,48.857,3.363,0,0,0,0,Accepted,Rejected,Rejected,Accepted,3
CC1=CCCC(C)=CCC(C)(C)C=CC1,-5.873,4.828,6.646,0.107,0.0,0.003,0.835,0.969,-4.425,1.5817442545085214e-05,0.111,93.0242691040039%,5.367,6.05724573135376%,0.912,0.173,0.65,0.416,0.583,0.921,0.107,0.549,0.393,0.189,8.432,0.095,0.005,0.182,0.034,0.002,0.006,0.048,0.953,0.938,0.913,0.979,0.008,3.083,3.323,4.45,5.997,0.029,0.004,0.016,0.034,0.046,0.077,0.008,0.101,0.003,0.204,0.81,0.01,204.19,251.53,0.812,0,0,0.0,0,1,11,0,0,11,0.0,0,0,0,0,0,0,1,0,0,0.485,3.693,0.6,11.333,3.18,0,0,0,0,Accepted,Rejected,Rejected,Accepted,4
CC1CCC23C(C)CCC(CC12)C3(C)C,-6.154,4.978,5.061,0.007,0.0,0.004,0.055,0.888,-4.646,1.243671249540057e-05,0.866,97.16718292236328%,2.281,3.6930036544799805%,0.271,0.774,0.27,0.939,0.393,0.825,0.028,0.879,0.238,0.327,16.76,0.067,0.031,0.182,0.134,0.015,0.037,0.351,0.701,0.053,0.1,0.458,0.863,3.135,4.48,4.792,5.136,0.015,0.004,0.002,0.012,0.267,0.701,0.005,0.024,0.002,0.082,0.37,0.004,206.2,242.327,0.851,0,0,0.0,0,3,10,0,0,13,0.0,5,0,0,0,0,0,1,0,0,0.547,5.289,1.0,70.933,2.862,0,0,0,0,Accepted,Rejected,Rejected,Accepted,3
CC1CCC2C(C)(C)C3CC12CCC3(C)O,-3.948,3.658,4.031,0.081,0.0,0.008,0.069,0.884,-4.653,1.8367418306297623e-05,0.912,89.33123016357422%,1.304,14.08500862121582%,0.073,0.394,0.111,0.915,0.234,0.453,0.017,0.627,0.206,0.274,15.141,0.12,0.008,0.09,0.023,0.007,0.041,0.468,0.044,0.022,0.073,0.915,0.909,3.007,4.714,5.459,5.469,0.017,0.005,0.001,0.026,0.221,0.599,0.004,0.031,0.003,0.025,0.455,0.004,222.2,251.117,0.885,1,1,20.23,0,3,10,1,0,13,0.0,5,0,0,0,0,0,1,0,0,0.664,5.449,1.0,78.4,2.976,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CCC1CCCC(C)(C)C1C,-5.335,4.852,5.092,0.005,0.0,0.004,0.528,0.897,-4.388,1.0628281415847596e-05,0.701,96.18347930908203%,2.82,5.179345607757568%,0.496,0.863,0.355,0.926,0.398,0.888,0.026,0.639,0.214,0.307,7.713,0.121,0.027,0.036,0.091,0.006,0.082,0.029,0.302,0.041,0.987,0.988,0.486,2.955,4.175,4.279,5.175,0.009,0.002,0.003,0.007,0.273,0.208,0.003,0.02,0.002,0.072,0.043,0.001,154.17,190.256,0.81,0,0,0.0,1,1,6,0,0,6,0.167,2,0,0,0,0,0,1,0,0,0.538,3.433,1.0,20.364,2.02,0,0,0,0,Accepted,Rejected,Rejected,Rejected,1
CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C,-7.073,6.455,7.546,0.179,0.001,0.004,0.047,0.829,-4.822,1.176882415165892e-05,0.852,98.52165985107422%,1.621,1.326212763786316%,0.043,0.5,0.07,0.954,0.081,0.364,0.001,0.58,0.149,0.699,19.146,0.017,0.195,0.129,0.149,0.019,0.01,0.529,0.937,0.01,0.004,0.016,0.227,2.347,5.319,4.323,6.42,0.001,0.003,0.0,0.004,0.425,0.916,0.008,0.041,0.0,0.04,0.767,0.004,416.4,484.704,0.859,1,1,20.23,6,4,17,1,0,20,0.3,10,0,0,0,0,0,1,0,0,0.463,4.371,1.0,69.828,2.388,0,0,0,0,Accepted,Rejected,Rejected,Rejected,3
CC(=CCCC=C(C)CCC1OC1(C)C)CO,-3.015,3.216,4.291,0.345,0.001,0.003,0.972,0.629,-4.386,1.463738317397656e-05,0.332,93.71524047851562%,2.748,5.4813079833984375%,0.083,0.106,0.062,0.52,0.039,0.281,0.007,0.265,0.047,0.219,10.771,0.402,0.019,0.339,0.048,0.006,0.017,0.062,0.929,0.507,0.364,0.929,0.233,1.342,2.965,4.045,5.399,0.035,0.004,0.005,0.034,0.069,0.058,0.005,0.041,0.003,0.078,0.467,0.006,238.19,271.747,0.877,2,1,32.76,7,1,3,2,0,5,1.4,1,2,1,2,0,3,2,1,6,0.417,3.549,0.733,19.385,2.867,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC1(C)CC(O)CC2(C)OC(=O)C=C12,-1.872,1.363,1.745,0.037,0.086,0.012,0.082,0.027,-4.607,3.1278570531867445e-05,0.99,54.05148696899414%,1.348,58.155303955078125%,0.016,0.735,0.077,0.869,0.059,0.26,0.005,0.104,0.025,0.341,8.814,0.72,0.011,0.17,0.051,0.132,0.033,0.418,0.09,0.471,0.218,0.321,0.563,0.455,1.572,2.633,4.157,0.393,0.567,0.006,0.227,0.089,0.148,0.904,0.19,0.087,0.116,0.28,0.555,196.11,202.797,0.967,3,1,46.53,0,2,9,3,0,11,0.0,2,0,1,0,0,2,4,1,1,0.596,4.197,0.727,37.895,2.982,2,0,0,0,Accepted,Accepted,Accepted,Rejected,1
O=C(O)C1CCCC1,-1.297,1.986,1.229,0.003,0.008,0.012,0.003,0.571,-5.002,3.509607267915271e-05,0.988,53.23635482788086%,0.346,43.812625885009766%,0.031,0.243,0.027,0.186,0.011,0.89,0.025,0.143,0.008,0.06,1.637,0.792,0.012,0.103,0.1,0.01,0.1,0.015,0.377,0.13,0.942,0.986,0.301,0.317,2.793,2.734,3.581,0.491,0.004,0.013,0.006,0.106,0.009,0.32,0.04,0.008,0.023,0.01,0.007,114.07,118.72,0.961,2,1,37.3,1,1,5,2,0,6,0.167,0,0,0,0,0,0,0,0,0,0.557,1.63,0.833,9.545,0.044,0,0,0,0,Accepted,Accepted,Accepted,Rejected,1
CC12CCC(CC1)C(C)(C)O2,-1.918,2.787,2.582,0.002,0.0,0.002,0.01,0.006,-4.414,1.909887396323029e-05,0.853,90.09327697753906%,2.434,16.868144989013672%,0.095,0.569,0.235,0.914,0.136,0.804,0.016,0.549,0.009,0.234,8.066,0.352,0.026,0.448,0.046,0.01,0.045,0.074,0.199,0.7,0.722,0.948,0.182,1.331,2.695,3.002,3.763,0.005,0.002,0.003,0.012,0.396,0.503,0.004,0.027,0.002,0.008,0.019,0.001,154.14,173.194,0.89,1,0,9.23,0,2,0,1,0,9,0.0,0,1,0,0,0,0,1,0,0,0.521,3.953,1.0,22.1,2.776,0,0,0,0,Accepted,Accepted,Accepted,Rejected,2
C=C1C(O)CC2CC1C2(C)C,-2.475,1.929,2.049,0.0,0.007,0.006,0.014,0.002,-4.432,3.068533260375261e-05,0.924,39.1988525390625%,1.103,55.67329025268555%,0.052,0.122,0.023,0.767,0.041,0.689,0.003,0.591,0.009,0.231,9.502,0.116,0.008,0.146,0.026,0.003,0.076,0.88,0.053,0.112,0.14,0.973,0.954,2.134,4.555,5.514,5.655,0.008,0.002,0.006,0.005,0.182,0.085,0.009,0.019,0.003,0.02,0.078,0.003,152.12,170.557,0.892,1,1,20.23,0,2,0,1,0,9,0.0,3,0,0,0,0,0,1,0,0,0.526,4.694,0.8,34.667,3.129,0,0,0,0,Accepted,Accepted,Accepted,Rejected,2
